"","Maand_Dag","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Historical_Min","Historical_Max","Historical_Mean","Naam"
"172","06-20",0,96.78,78.94,72.07,50.14,49.12,55.74,64.4,75.67,98.46,66.1,89.37,NA,0,98.46,66.3991666666667,"PT"
"173","06-21",0,96.78,79.69,72.07,50.43,49.12,55.74,63.57,76.18,99.13,66.41,89.57,NA,0,99.13,66.5575,"PT"
"174","06-22",0,96.78,79.69,72.07,50.43,49.46,55.74,64.15,76.87,99.63,65.55,89.57,NA,0,99.63,66.6616666666667,"PT"
"175","06-23",0,96.78,78.49,72.07,48.9,49.46,55.74,64.89,77.46,99.63,64.68,89.97,NA,0,99.63,66.5058333333333,"PT"
"176","06-24",0,96.78,78.49,72.07,48.9,49.46,55.74,65.62,76.52,99.63,64.68,90.52,NA,0,99.63,66.5341666666667,"PT"
"177","06-25",0,97.36,78.49,72.07,48.9,50.01,55.74,66.37,75.31,99.63,65.06,91.09,NA,0,99.63,66.6691666666667,"PT"
"178","06-26",0,95.88,78.49,72.07,48.9,50.45,55.74,66.77,75.31,99.63,65.84,91.71,NA,0,99.63,66.7325,"PT"
"179","06-27",0,95.87,78.49,72.07,48.9,50.45,55.74,66.77,75.31,100,66.69,92.31,NA,0,100,66.8833333333333,"PT"
"180","06-28",0,95.87,78.49,72.07,48.9,50.45,55.74,66.77,74.31,100,67.48,92.31,NA,0,100,66.8658333333333,"PT"
"181","06-29",0,95.87,78.49,72.07,48.9,48.73,55.74,66.77,74.87,100,67.5,92.31,NA,0,100,66.7708333333333,"PT"
"182","06-30",0,95.87,78.49,72.07,48.9,47.49,56.21,66.77,75.66,100,67.8,92.75,NA,0,100,66.8341666666667,"PT"
"183","07-01",0,95.87,78.49,72.07,47.29,46.5,56.91,66.77,76.2,100,68.48,92.99,NA,0,100,66.7975,"PT"
